# BJD(TDB)-2450000 flux err airmass sky dx dy baserun
6518.086579 0.943346 0.009079 1.2464 70.3 -1.430 0.260 MTOTG0001166694
6518.086965 0.974870 0.009309 1.2465 70.2 -3.683 0.216 MTOTG0001166695
6518.087346 0.957479 0.009100 1.2465 69.7 -3.953 0.199 MTOTG0001166696
6518.087732 0.967375 0.009216 1.2466 69.2 -2.534 0.314 MTOTG0001166697
6518.088113 0.953695 0.009083 1.2467 69.2 -2.251 0.322 MTOTG0001166698
6518.088499 0.970992 0.009169 1.2468 68.3 -0.757 0.128 MTOTG0001166699
6518.088880 0.945165 0.009032 1.2469 67.9 -0.448 0.076 MTOTG0001166700
6518.089266 0.962378 0.009225 1.2470 67.5 -1.382 0.082 MTOTG0001166701
6518.089647 0.957006 0.009209 1.2472 66.9 -3.540 0.187 MTOTG0001166702
6518.090033 0.959152 0.009180 1.2473 66.5 -2.816 -0.028 MTOTG0001166703
6518.090414 0.962351 0.008983 1.2474 65.8 -1.705 0.287 MTOTG0001166704
6518.090800 0.950108 0.009011 1.2476 65.5 -0.861 0.043 MTOTG0001166705
6518.091181 0.965160 0.009080 1.2477 65.5 -0.939 -0.001 MTOTG0001166706
6518.091567 0.959641 0.008980 1.2479 65.3 -0.782 0.122 MTOTG0001166707
6518.091948 0.956502 0.008996 1.2481 65.0 -1.230 0.174 MTOTG0001166708
6518.092334 0.946739 0.009047 1.2483 64.5 -2.565 0.168 MTOTG0001166709
6518.092714 0.953478 0.009002 1.2484 64.5 -4.158 0.197 MTOTG0001166710
6518.093101 0.953830 0.009011 1.2486 64.3 -3.312 0.098 MTOTG0001166711
6518.093482 0.964256 0.008955 1.2488 64.4 -1.947 0.226 MTOTG0001166712
6518.093868 0.964771 0.009007 1.2490 64.4 -1.787 0.062 MTOTG0001166713
6518.094249 0.955016 0.008963 1.2492 64.6 -1.200 0.195 MTOTG0001166714
6518.094635 0.959838 0.008941 1.2495 64.5 -1.087 0.213 MTOTG0001166715
6518.095015 0.969484 0.009192 1.2497 64.4 -3.356 0.317 MTOTG0001166716
6518.095402 0.960633 0.009013 1.2500 64.5 -4.999 0.120 MTOTG0001166717
6518.095782 0.937858 0.009189 1.2502 64.7 -2.700 0.213 MTOTG0001166718
6518.096169 0.959003 0.009145 1.2505 64.3 -1.273 0.081 MTOTG0001166719
6518.096549 0.952066 0.009202 1.2507 64.2 -0.738 -0.039 MTOTG0001166720
6518.096936 0.975646 0.009232 1.2510 64.3 -1.197 0.298 MTOTG0001166721
6518.097316 0.976520 0.009319 1.2512 64.4 -0.838 0.155 MTOTG0001166722
6518.097704 0.944952 0.009327 1.2515 64.2 -2.275 0.118 MTOTG0001166723
6518.098085 0.940261 0.009350 1.2518 64.4 -3.968 0.081 MTOTG0001166724
6518.098471 0.966402 0.009421 1.2521 64.4 -3.870 0.300 MTOTG0001166725
6518.098852 0.955786 0.009440 1.2524 64.2 -2.515 0.086 MTOTG0001166726
6518.099238 0.948885 0.009148 1.2527 64.0 -1.763 0.249 MTOTG0001166727
6518.099619 0.952465 0.009379 1.2531 63.8 -1.243 0.012 MTOTG0001166728
6518.100005 0.975534 0.009322 1.2534 63.6 -0.903 -0.117 MTOTG0001166729
6518.100385 0.949984 0.009249 1.2537 63.6 -1.905 0.062 MTOTG0001166730
6518.100772 0.937213 0.009307 1.2541 63.2 -3.983 -0.054 MTOTG0001166731
6518.101152 0.960226 0.009191 1.2544 63.1 -4.340 -0.069 MTOTG0001166732
6518.101538 0.955375 0.009183 1.2548 62.7 -1.423 -0.028 MTOTG0001166733
6518.101919 0.960718 0.009162 1.2551 62.4 -0.193 -0.106 MTOTG0001166734
6518.102305 0.943468 0.009114 1.2555 62.4 -0.588 -0.149 MTOTG0001166735
6518.102686 0.961118 0.009168 1.2559 62.0 -0.564 -0.005 MTOTG0001166736
6518.103072 0.951183 0.009199 1.2563 62.2 -0.876 -0.101 MTOTG0001166737
6518.103453 0.950213 0.009331 1.2567 61.9 -3.306 0.156 MTOTG0001166738
6518.103839 0.950651 0.009068 1.2571 61.7 -3.864 0.038 MTOTG0001166739
